C,C1,C2
1.01e-09,3.3e-10,6.799999999999999e-10
1.01e-09,6.799999999999999e-10,3.3e-10
1.01e-09,1e-11,1e-09
1.012e-09,1e-09,1.2e-11
1.012e-09,1.2e-11,1e-09
1.0150000000000001e-09,1e-09,1.5e-11
1.0150000000000001e-09,1.5e-11,1e-09
1.018e-09,1e-09,1.8e-11
1.018e-09,1.8e-11,1e-09
1.022e-09,1e-09,2.1999999999999998e-11
1.022e-09,2.1999999999999998e-11,1e-09
1.027e-09,1e-09,2.7e-11
1.027e-09,2.7e-11,1e-09
1.03e-09,4.699999999999999e-10,5.599999999999999e-10
1.03e-09,5.599999999999999e-10,4.699999999999999e-10
1.033e-09,1e-09,3.3e-11
1.033e-09,3.3e-11,1e-09
1.039e-09,1e-09,3.9e-11
1.039e-09,3.9e-11,1e-09
1.04e-09,2.2e-10,8.2e-10
1.04e-09,8.2e-10,2.2e-10
1.047e-09,1e-09,4.7e-11
1.047e-09,4.7e-11,1e-09
1.056e-09,1e-09,5.6e-11
1.056e-09,5.6e-11,1e-09
1.068e-09,1e-09,6.8e-11
1.068e-09,6.8e-11,1e-09
1.0699999999999998e-09,3.9e-10,6.799999999999999e-10
1.0699999999999998e-09,6.799999999999999e-10,3.9e-10
1.082e-09,1e-09,8.2e-11
1.082e-09,8.2e-11,1e-09
1.09e-09,2.7e-10,8.2e-10
1.09e-09,8.2e-10,2.7e-10
1.1000000000000001e-09,1e-09,9.999999999999999e-11
1.1000000000000001e-09,9.999999999999999e-11,1e-09
1.1199999999999999e-09,5.599999999999999e-10,5.599999999999999e-10
1.12e-09,1e-09,1.2e-10
1.12e-09,1.2e-10,1e-09
1.15e-09,1e-09,1.5e-10
1.15e-09,1.5e-10,1e-09
1.15e-09,3.3e-10,8.2e-10
1.15e-09,4.699999999999999e-10,6.799999999999999e-10
1.15e-09,6.799999999999999e-10,4.699999999999999e-10
1.15e-09,8.2e-10,3.3e-10
1.18e-09,1e-09,1.8e-10
1.18e-09,1.8e-10,1e-09
1.2e-09,0,1.2e-09
1.2e-09,1.2e-09,0
1.21e-09,1.2e-09,1e-11
1.21e-09,3.9e-10,8.2e-10
1.21e-09,8.2e-10,3.9e-10
1.21e-09,1e-11,1.2e-09
1.212e-09,1.2e-09,1.2e-11
1.212e-09,1.2e-11,1.2e-09
1.215e-09,1.2e-09,1.5e-11
1.215e-09,1.5e-11,1.2e-09
1.218e-09,1.2e-09,1.8e-11
1.218e-09,1.8e-11,1.2e-09
1.2200000000000001e-09,1e-09,2.2e-10
1.2200000000000001e-09,2.2e-10,1e-09
1.222e-09,1.2e-09,2.1999999999999998e-11
1.222e-09,2.1999999999999998e-11,1.2e-09
1.227e-09,1.2e-09,2.7e-11
1.227e-09,2.7e-11,1.2e-09
1.233e-09,1.2e-09,3.3e-11
1.233e-09,3.3e-11,1.2e-09
1.239e-09,1.2e-09,3.9e-11
1.239e-09,3.9e-11,1.2e-09
1.2399999999999999e-09,5.599999999999999e-10,6.799999999999999e-10
1.2399999999999999e-09,6.799999999999999e-10,5.599999999999999e-10
1.247e-09,1.2e-09,4.7e-11
1.247e-09,4.7e-11,1.2e-09
1.256e-09,1.2e-09,5.6e-11
1.256e-09,5.6e-11,1.2e-09
1.268e-09,1.2e-09,6.8e-11
1.268e-09,6.8e-11,1.2e-09
1.27e-09,1e-09,2.7e-10
1.27e-09,2.7e-10,1e-09
1.282e-09,1.2e-09,8.2e-11
1.282e-09,8.2e-11,1.2e-09
1.2899999999999999e-09,4.699999999999999e-10,8.2e-10
1.2899999999999999e-09,8.2e-10,4.699999999999999e-10
1.3e-09,1.2e-09,9.999999999999999e-11
1.3e-09,9.999999999999999e-11,1.2e-09
1.32e-09,1.2e-09,1.2e-10
1.32e-09,1.2e-10,1.2e-09
1.3300000000000002e-09,1e-09,3.3e-10
1.3300000000000002e-09,3.3e-10,1e-09
1.35e-09,1.2e-09,1.5e-10
1.35e-09,1.5e-10,1.2e-09
1.3599999999999999e-09,6.799999999999999e-10,6.799999999999999e-10
1.3799999999999998e-09,5.599999999999999e-10,8.2e-10
1.3799999999999998e-09,8.2e-10,5.599999999999999e-10
1.38e-09,1.2e-09,1.8e-10
1.38e-09,1.8e-10,1.2e-09
1.39e-09,1e-09,3.9e-10
1.39e-09,3.9e-10,1e-09
1.42e-09,1.2e-09,2.2e-10
1.42e-09,2.2e-10,1.2e-09
1.47e-09,1e-09,4.699999999999999e-10
1.47e-09,1.2e-09,2.7e-10
1.47e-09,2.7e-10,1.2e-09
1.47e-09,4.699999999999999e-10,1e-09
1.4999999999999998e-09,6.799999999999999e-10,8.2e-10
1.4999999999999998e-09,8.2e-10,6.799999999999999e-10
1.5e-09,0,1.5e-09
1.5e-09,1.5e-09,0
1.51e-09,1.5e-09,1e-11
1.51e-09,1e-11,1.5e-09
1.512e-09,1.5e-09,1.2e-11
1.512e-09,1.2e-11,1.5e-09
1.515e-09,1.5e-09,1.5e-11
1.515e-09,1.5e-11,1.5e-09
1.518e-09,1.5e-09,1.8e-11
1.518e-09,1.8e-11,1.5e-09
1.522e-09,1.5e-09,2.1999999999999998e-11
1.522e-09,2.1999999999999998e-11,1.5e-09
1.527e-09,1.5e-09,2.7e-11
1.527e-09,2.7e-11,1.5e-09
1.5299999999999999e-09,1.2e-09,3.3e-10
1.5299999999999999e-09,3.3e-10,1.2e-09
1.533e-09,1.5e-09,3.3e-11
1.533e-09,3.3e-11,1.5e-09
1.539e-09,1.5e-09,3.9e-11
1.539e-09,3.9e-11,1.5e-09
1.547e-09,1.5e-09,4.7e-11
1.547e-09,4.7e-11,1.5e-09
1.556e-09,1.5e-09,5.6e-11
1.556e-09,5.6e-11,1.5e-09
1.56e-09,1e-09,5.599999999999999e-10
1.56e-09,5.599999999999999e-10,1e-09
1.568e-09,1.5e-09,6.8e-11
1.568e-09,6.8e-11,1.5e-09
1.582e-09,1.5e-09,8.2e-11
1.582e-09,8.2e-11,1.5e-09
1.59e-09,1.2e-09,3.9e-10
1.59e-09,3.9e-10,1.2e-09
1.6e-09,1.5e-09,9.999999999999999e-11
1.6e-09,9.999999999999999e-11,1.5e-09
1.62e-09,1.5e-09,1.2e-10
1.62e-09,1.2e-10,1.5e-09
1.64e-09,8.2e-10,8.2e-10
1.6499999999999999e-09,1.5e-09,1.5e-10
1.6499999999999999e-09,1.5e-10,1.5e-09
1.6699999999999998e-09,1.2e-09,4.699999999999999e-10
1.6699999999999998e-09,4.699999999999999e-10,1.2e-09
1.68e-09,1e-09,6.799999999999999e-10
1.68e-09,1.5e-09,1.8e-10
1.68e-09,1.8e-10,1.5e-09
1.68e-09,6.799999999999999e-10,1e-09
1.72e-09,1.5e-09,2.2e-10
1.72e-09,2.2e-10,1.5e-09
1.76e-09,1.2e-09,5.599999999999999e-10
1.76e-09,5.599999999999999e-10,1.2e-09
1.7699999999999999e-09,1.5e-09,2.7e-10
1.7699999999999999e-09,2.7e-10,1.5e-09
1.8e-09,0,1.8e-09
1.8e-09,1.8e-09,0
1.81e-09,1.8e-09,1e-11
1.81e-09,1e-11,1.8e-09
1.812e-09,1.8e-09,1.2e-11
1.812e-09,1.2e-11,1.8e-09
1.815e-09,1.8e-09,1.5e-11
1.815e-09,1.5e-11,1.8e-09
1.818e-09,1.8e-09,1.8e-11
1.818e-09,1.8e-11,1.8e-09
1.82e-09,1e-09,8.2e-10
1.82e-09,8.2e-10,1e-09
1.822e-09,1.8e-09,2.1999999999999998e-11
1.822e-09,2.1999999999999998e-11,1.8e-09
1.827e-09,1.8e-09,2.7e-11
1.827e-09,2.7e-11,1.8e-09
1.83e-09,1.5e-09,3.3e-10
1.83e-09,3.3e-10,1.5e-09
1.833e-09,1.8e-09,3.3e-11
1.833e-09,3.3e-11,1.8e-09
1.839e-09,1.8e-09,3.9e-11
1.839e-09,3.9e-11,1.8e-09
1.847e-09,1.8e-09,4.7e-11
1.847e-09,4.7e-11,1.8e-09
1.856e-09,1.8e-09,5.6e-11
1.856e-09,5.6e-11,1.8e-09
1.868e-09,1.8e-09,6.8e-11
1.868e-09,6.8e-11,1.8e-09
1.88e-09,1.2e-09,6.799999999999999e-10
1.88e-09,6.799999999999999e-10,1.2e-09
1.882e-09,1.8e-09,8.2e-11
1.882e-09,8.2e-11,1.8e-09
1.89e-09,1.5e-09,3.9e-10
1.89e-09,3.9e-10,1.5e-09
1.9e-09,1.8e-09,9.999999999999999e-11
1.9e-09,9.999999999999999e-11,1.8e-09
1.92e-09,1.8e-09,1.2e-10
1.92e-09,1.2e-10,1.8e-09
1.95e-09,1.8e-09,1.5e-10
1.95e-09,1.5e-10,1.8e-09
1.97e-09,1.5e-09,4.699999999999999e-10
1.97e-09,4.699999999999999e-10,1.5e-09
1.98e-09,1.8e-09,1.8e-10
1.98e-09,1.8e-10,1.8e-09
2e-09,1e-09,1e-09
2.02e-09,1.2e-09,8.2e-10
2.02e-09,1.8e-09,2.2e-10
2.02e-09,2.2e-10,1.8e-09
2.02e-09,8.2e-10,1.2e-09
2.06e-09,1.5e-09,5.599999999999999e-10
2.06e-09,5.599999999999999e-10,1.5e-09
2.07e-09,1.8e-09,2.7e-10
2.07e-09,2.7e-10,1.8e-09
2.13e-09,1.8e-09,3.3e-10
2.13e-09,3.3e-10,1.8e-09
2.18e-09,1.5e-09,6.799999999999999e-10
2.18e-09,6.799999999999999e-10,1.5e-09
2.19e-09,1.8e-09,3.9e-10
2.19e-09,3.9e-10,1.8e-09
2.2e-09,1e-09,1.2e-09
2.2e-09,1.2e-09,1e-09
2.2000000000000003e-09,0,2.2000000000000003e-09
2.2000000000000003e-09,2.2000000000000003e-09,0
2.2100000000000004e-09,2.2000000000000003e-09,1e-11
2.2100000000000004e-09,1e-11,2.2000000000000003e-09
2.2120000000000002e-09,2.2000000000000003e-09,1.2e-11
2.2120000000000002e-09,1.2e-11,2.2000000000000003e-09
2.2150000000000003e-09,2.2000000000000003e-09,1.5e-11
2.2150000000000003e-09,1.5e-11,2.2000000000000003e-09
2.2180000000000004e-09,2.2000000000000003e-09,1.8e-11
2.2180000000000004e-09,1.8e-11,2.2000000000000003e-09
2.2220000000000004e-09,2.2000000000000003e-09,2.1999999999999998e-11
2.2220000000000004e-09,2.1999999999999998e-11,2.2000000000000003e-09
2.2270000000000003e-09,2.2000000000000003e-09,2.7e-11
2.2270000000000003e-09,2.7e-11,2.2000000000000003e-09
2.2330000000000005e-09,2.2000000000000003e-09,3.3e-11
2.2330000000000005e-09,3.3e-11,2.2000000000000003e-09
2.2390000000000002e-09,2.2000000000000003e-09,3.9e-11
2.2390000000000002e-09,3.9e-11,2.2000000000000003e-09
2.247e-09,2.2000000000000003e-09,4.7e-11
2.247e-09,4.7e-11,2.2000000000000003e-09
2.256e-09,2.2000000000000003e-09,5.6e-11
2.256e-09,5.6e-11,2.2000000000000003e-09
2.2680000000000004e-09,2.2000000000000003e-09,6.8e-11
2.2680000000000004e-09,6.8e-11,2.2000000000000003e-09
2.27e-09,1.8e-09,4.699999999999999e-10
2.27e-09,4.699999999999999e-10,1.8e-09
2.282e-09,2.2000000000000003e-09,8.2e-11
2.282e-09,8.2e-11,2.2000000000000003e-09
2.3000000000000003e-09,2.2000000000000003e-09,9.999999999999999e-11
2.3000000000000003e-09,9.999999999999999e-11,2.2000000000000003e-09
2.32e-09,1.5e-09,8.2e-10
2.32e-09,8.2e-10,1.5e-09
2.3200000000000003e-09,2.2000000000000003e-09,1.2e-10
2.3200000000000003e-09,1.2e-10,2.2000000000000003e-09
2.3500000000000004e-09,2.2000000000000003e-09,1.5e-10
2.3500000000000004e-09,1.5e-10,2.2000000000000003e-09
2.36e-09,1.8e-09,5.599999999999999e-10
2.36e-09,5.599999999999999e-10,1.8e-09
2.3800000000000005e-09,2.2000000000000003e-09,1.8e-10
2.3800000000000005e-09,1.8e-10,2.2000000000000003e-09
2.4e-09,1.2e-09,1.2e-09
2.4200000000000003e-09,2.2000000000000003e-09,2.2e-10
2.4200000000000003e-09,2.2e-10,2.2000000000000003e-09
2.4700000000000004e-09,2.2000000000000003e-09,2.7e-10
2.4700000000000004e-09,2.7e-10,2.2000000000000003e-09
2.4799999999999997e-09,1.8e-09,6.799999999999999e-10
2.4799999999999997e-09,6.799999999999999e-10,1.8e-09
2.5e-09,1e-09,1.5e-09
2.5e-09,1.5e-09,1e-09
2.53e-09,2.2000000000000003e-09,3.3e-10
2.53e-09,3.3e-10,2.2000000000000003e-09
2.5900000000000004e-09,2.2000000000000003e-09,3.9e-10
2.5900000000000004e-09,3.9e-10,2.2000000000000003e-09
2.62e-09,1.8e-09,8.2e-10
2.62e-09,8.2e-10,1.8e-09
2.67e-09,2.2000000000000003e-09,4.699999999999999e-10
2.67e-09,4.699999999999999e-10,2.2000000000000003e-09
2.7e-09,0,2.7e-09
2.7e-09,1.2e-09,1.5e-09
2.7e-09,1.5e-09,1.2e-09
2.7e-09,2.7e-09,0
2.7100000000000004e-09,2.7e-09,1e-11
2.7100000000000004e-09,1e-11,2.7e-09
2.712e-09,2.7e-09,1.2e-11
2.712e-09,1.2e-11,2.7e-09
2.7150000000000002e-09,2.7e-09,1.5e-11
2.7150000000000002e-09,1.5e-11,2.7e-09
2.7180000000000003e-09,2.7e-09,1.8e-11
2.7180000000000003e-09,1.8e-11,2.7e-09
2.7220000000000003e-09,2.7e-09,2.1999999999999998e-11
2.7220000000000003e-09,2.1999999999999998e-11,2.7e-09
2.727e-09,2.7e-09,2.7e-11
2.727e-09,2.7e-11,2.7e-09
2.7330000000000004e-09,2.7e-09,3.3e-11
2.7330000000000004e-09,3.3e-11,2.7e-09
2.739e-09,2.7e-09,3.9e-11
2.739e-09,3.9e-11,2.7e-09
2.747e-09,2.7e-09,4.7e-11
2.747e-09,4.7e-11,2.7e-09
2.756e-09,2.7e-09,5.6e-11
2.756e-09,5.6e-11,2.7e-09
2.7600000000000004e-09,2.2000000000000003e-09,5.599999999999999e-10
2.7600000000000004e-09,5.599999999999999e-10,2.2000000000000003e-09
2.7680000000000004e-09,2.7e-09,6.8e-11
2.7680000000000004e-09,6.8e-11,2.7e-09
2.782e-09,2.7e-09,8.2e-11
2.782e-09,8.2e-11,2.7e-09
2.8000000000000003e-09,1e-09,1.8e-09
2.8000000000000003e-09,1.8e-09,1e-09
2.8000000000000003e-09,2.7e-09,9.999999999999999e-11
2.8000000000000003e-09,9.999999999999999e-11,2.7e-09
2.82e-09,2.7e-09,1.2e-10
2.82e-09,1.2e-10,2.7e-09
2.8500000000000003e-09,2.7e-09,1.5e-10
2.8500000000000003e-09,1.5e-10,2.7e-09
2.88e-09,2.2000000000000003e-09,6.799999999999999e-10
2.88e-09,2.7e-09,1.8e-10
2.88e-09,1.8e-10,2.7e-09
2.88e-09,6.799999999999999e-10,2.2000000000000003e-09
2.9200000000000003e-09,2.7e-09,2.2e-10
2.9200000000000003e-09,2.2e-10,2.7e-09
2.9700000000000003e-09,2.7e-09,2.7e-10
2.9700000000000003e-09,2.7e-10,2.7e-09
3e-09,1.2e-09,1.8e-09
3e-09,1.5e-09,1.5e-09
3e-09,1.8e-09,1.2e-09
3.0200000000000003e-09,2.2000000000000003e-09,8.2e-10
3.0200000000000003e-09,8.2e-10,2.2000000000000003e-09
3.03e-09,2.7e-09,3.3e-10
3.03e-09,3.3e-10,2.7e-09
3.0900000000000003e-09,2.7e-09,3.9e-10
3.0900000000000003e-09,3.9e-10,2.7e-09
3.17e-09,2.7e-09,4.699999999999999e-10
3.17e-09,4.699999999999999e-10,2.7e-09
3.2000000000000005e-09,1e-09,2.2000000000000003e-09
3.2000000000000005e-09,2.2000000000000003e-09,1e-09
3.26e-09,2.7e-09,5.599999999999999e-10
3.26e-09,5.599999999999999e-10,2.7e-09
3.2999999999999998e-09,1.5e-09,1.8e-09
3.2999999999999998e-09,1.8e-09,1.5e-09
3.3e-09,0,3.3e-09
3.3e-09,3.3e-09,0
3.3100000000000004e-09,3.3e-09,1e-11
3.3100000000000004e-09,1e-11,3.3e-09
3.312e-09,3.3e-09,1.2e-11
3.312e-09,1.2e-11,3.3e-09
3.3150000000000002e-09,3.3e-09,1.5e-11
3.3150000000000002e-09,1.5e-11,3.3e-09
3.3180000000000003e-09,3.3e-09,1.8e-11
3.3180000000000003e-09,1.8e-11,3.3e-09
3.3220000000000003e-09,3.3e-09,2.1999999999999998e-11
3.3220000000000003e-09,2.1999999999999998e-11,3.3e-09
3.327e-09,3.3e-09,2.7e-11
3.327e-09,2.7e-11,3.3e-09
3.3330000000000004e-09,3.3e-09,3.3e-11
3.3330000000000004e-09,3.3e-11,3.3e-09
3.339e-09,3.3e-09,3.9e-11
3.339e-09,3.9e-11,3.3e-09
3.347e-09,3.3e-09,4.7e-11
3.347e-09,4.7e-11,3.3e-09
3.356e-09,3.3e-09,5.6e-11
3.356e-09,5.6e-11,3.3e-09
3.3680000000000004e-09,3.3e-09,6.8e-11
3.3680000000000004e-09,6.8e-11,3.3e-09
3.3800000000000003e-09,2.7e-09,6.799999999999999e-10
3.3800000000000003e-09,6.799999999999999e-10,2.7e-09
3.382e-09,3.3e-09,8.2e-11
3.382e-09,8.2e-11,3.3e-09
3.4000000000000003e-09,1.2e-09,2.2000000000000003e-09
3.4000000000000003e-09,2.2000000000000003e-09,1.2e-09
3.4000000000000003e-09,3.3e-09,9.999999999999999e-11
3.4000000000000003e-09,9.999999999999999e-11,3.3e-09
3.42e-09,3.3e-09,1.2e-10
3.42e-09,1.2e-10,3.3e-09
3.4500000000000003e-09,3.3e-09,1.5e-10
3.4500000000000003e-09,1.5e-10,3.3e-09
3.4800000000000004e-09,3.3e-09,1.8e-10
3.4800000000000004e-09,1.8e-10,3.3e-09
3.5200000000000003e-09,2.7e-09,8.2e-10
3.5200000000000003e-09,3.3e-09,2.2e-10
3.5200000000000003e-09,2.2e-10,3.3e-09
3.5200000000000003e-09,8.2e-10,2.7e-09
3.5700000000000003e-09,3.3e-09,2.7e-10
3.5700000000000003e-09,2.7e-10,3.3e-09
3.6e-09,1.8e-09,1.8e-09
3.63e-09,3.3e-09,3.3e-10
3.63e-09,3.3e-10,3.3e-09
3.6900000000000003e-09,3.3e-09,3.9e-10
3.6900000000000003e-09,3.9e-10,3.3e-09
3.7e-09,1e-09,2.7e-09
3.7e-09,1.5e-09,2.2000000000000003e-09
3.7e-09,2.2000000000000003e-09,1.5e-09
3.7e-09,2.7e-09,1e-09
3.77e-09,3.3e-09,4.699999999999999e-10
3.77e-09,4.699999999999999e-10,3.3e-09
3.86e-09,3.3e-09,5.599999999999999e-10
3.86e-09,5.599999999999999e-10,3.3e-09
3.9e-09,0,3.9e-09
3.9e-09,1.2e-09,2.7e-09
3.9e-09,2.7e-09,1.2e-09
3.9e-09,3.9e-09,0
3.91e-09,3.9e-09,1e-11
3.91e-09,1e-11,3.9e-09
3.9120000000000006e-09,3.9e-09,1.2e-11
3.9120000000000006e-09,1.2e-11,3.9e-09
3.915e-09,3.9e-09,1.5e-11
3.915e-09,1.5e-11,3.9e-09
3.918e-09,3.9e-09,1.8e-11
3.918e-09,1.8e-11,3.9e-09
3.922e-09,3.9e-09,2.1999999999999998e-11
3.922e-09,2.1999999999999998e-11,3.9e-09
3.927e-09,3.9e-09,2.7e-11
3.927e-09,2.7e-11,3.9e-09
3.933e-09,3.9e-09,3.3e-11
3.933e-09,3.3e-11,3.9e-09
3.9390000000000006e-09,3.9e-09,3.9e-11
3.9390000000000006e-09,3.9e-11,3.9e-09
3.9470000000000005e-09,3.9e-09,4.7e-11
3.9470000000000005e-09,4.7e-11,3.9e-09
3.956e-09,3.9e-09,5.6e-11
3.956e-09,5.6e-11,3.9e-09
3.968e-09,3.9e-09,6.8e-11
3.968e-09,6.8e-11,3.9e-09
3.98e-09,3.3e-09,6.799999999999999e-10
3.98e-09,6.799999999999999e-10,3.3e-09
3.9820000000000005e-09,3.9e-09,8.2e-11
3.9820000000000005e-09,8.2e-11,3.9e-09
4e-09,1.8e-09,2.2000000000000003e-09
4e-09,2.2000000000000003e-09,1.8e-09
4e-09,3.9e-09,9.999999999999999e-11
4e-09,9.999999999999999e-11,3.9e-09
4.020000000000001e-09,3.9e-09,1.2e-10
4.020000000000001e-09,1.2e-10,3.9e-09
4.05e-09,3.9e-09,1.5e-10
4.05e-09,1.5e-10,3.9e-09
4.08e-09,3.9e-09,1.8e-10
4.08e-09,1.8e-10,3.9e-09
4.12e-09,3.3e-09,8.2e-10
4.12e-09,3.9e-09,2.2e-10
4.12e-09,2.2e-10,3.9e-09
4.12e-09,8.2e-10,3.3e-09
4.17e-09,3.9e-09,2.7e-10
4.17e-09,2.7e-10,3.9e-09
4.2e-09,1.5e-09,2.7e-09
4.2e-09,2.7e-09,1.5e-09
4.2300000000000005e-09,3.9e-09,3.3e-10
4.2300000000000005e-09,3.3e-10,3.9e-09
4.29e-09,3.9e-09,3.9e-10
4.29e-09,3.9e-10,3.9e-09
4.3000000000000005e-09,1e-09,3.3e-09
4.3000000000000005e-09,3.3e-09,1e-09
4.3700000000000004e-09,3.9e-09,4.699999999999999e-10
4.3700000000000004e-09,4.699999999999999e-10,3.9e-09
4.4000000000000005e-09,2.2000000000000003e-09,2.2000000000000003e-09
4.46e-09,3.9e-09,5.599999999999999e-10
4.46e-09,5.599999999999999e-10,3.9e-09
4.500000000000001e-09,1.2e-09,3.3e-09
4.500000000000001e-09,1.8e-09,2.7e-09
4.500000000000001e-09,2.7e-09,1.8e-09
4.500000000000001e-09,3.3e-09,1.2e-09
4.58e-09,3.9e-09,6.799999999999999e-10
4.58e-09,6.799999999999999e-10,3.9e-09
4.7e-09,0,4.7e-09
4.7e-09,4.7e-09,0
4.71e-09,4.7e-09,1e-11
4.71e-09,1e-11,4.7e-09
4.712e-09,4.7e-09,1.2e-11
4.712e-09,1.2e-11,4.7e-09
4.7149999999999995e-09,4.7e-09,1.5e-11
4.7149999999999995e-09,1.5e-11,4.7e-09
4.718e-09,4.7e-09,1.8e-11
4.718e-09,1.8e-11,4.7e-09
4.72e-09,3.9e-09,8.2e-10
4.72e-09,8.2e-10,3.9e-09
4.722e-09,4.7e-09,2.1999999999999998e-11
4.722e-09,2.1999999999999998e-11,4.7e-09
4.727e-09,4.7e-09,2.7e-11
4.727e-09,2.7e-11,4.7e-09
4.733e-09,4.7e-09,3.3e-11
4.733e-09,3.3e-11,4.7e-09
4.739e-09,4.7e-09,3.9e-11
4.739e-09,3.9e-11,4.7e-09
4.747e-09,4.7e-09,4.7e-11
4.747e-09,4.7e-11,4.7e-09
4.756e-09,4.7e-09,5.6e-11
4.756e-09,5.6e-11,4.7e-09
4.768e-09,4.7e-09,6.8e-11
4.768e-09,6.8e-11,4.7e-09
4.782e-09,4.7e-09,8.2e-11
4.782e-09,8.2e-11,4.7e-09
4.8e-09,1.5e-09,3.3e-09
4.8e-09,3.3e-09,1.5e-09
4.8e-09,4.7e-09,9.999999999999999e-11
4.8e-09,9.999999999999999e-11,4.7e-09
4.8199999999999995e-09,4.7e-09,1.2e-10
4.8199999999999995e-09,1.2e-10,4.7e-09
4.85e-09,4.7e-09,1.5e-10
4.85e-09,1.5e-10,4.7e-09
4.88e-09,4.7e-09,1.8e-10
4.88e-09,1.8e-10,4.7e-09
4.9e-09,1e-09,3.9e-09
4.9e-09,3.9e-09,1e-09
4.900000000000001e-09,2.2000000000000003e-09,2.7e-09
4.900000000000001e-09,2.7e-09,2.2000000000000003e-09
4.9199999999999996e-09,4.7e-09,2.2e-10
4.9199999999999996e-09,2.2e-10,4.7e-09
4.97e-09,4.7e-09,2.7e-10
4.97e-09,2.7e-10,4.7e-09
5.03e-09,4.7e-09,3.3e-10
5.03e-09,3.3e-10,4.7e-09
5.09e-09,4.7e-09,3.9e-10
5.09e-09,3.9e-10,4.7e-09
5.1e-09,1.2e-09,3.9e-09
5.1e-09,1.8e-09,3.3e-09
5.1e-09,3.3e-09,1.8e-09
5.1e-09,3.9e-09,1.2e-09
5.17e-09,4.7e-09,4.699999999999999e-10
5.17e-09,4.699999999999999e-10,4.7e-09
5.26e-09,4.7e-09,5.599999999999999e-10
5.26e-09,5.599999999999999e-10,4.7e-09
5.38e-09,4.7e-09,6.799999999999999e-10
5.38e-09,6.799999999999999e-10,4.7e-09
5.4e-09,1.5e-09,3.9e-09
5.4e-09,2.7e-09,2.7e-09
5.4e-09,3.9e-09,1.5e-09
5.5000000000000004e-09,2.2000000000000003e-09,3.3e-09
5.5000000000000004e-09,3.3e-09,2.2000000000000003e-09
5.52e-09,4.7e-09,8.2e-10
5.52e-09,8.2e-10,4.7e-09
5.6000000000000005e-09,0,5.6000000000000005e-09
5.6000000000000005e-09,5.6000000000000005e-09,0
5.61e-09,5.6000000000000005e-09,1e-11
5.61e-09,1e-11,5.6000000000000005e-09
5.612000000000001e-09,5.6000000000000005e-09,1.2e-11
5.612000000000001e-09,1.2e-11,5.6000000000000005e-09
5.615e-09,5.6000000000000005e-09,1.5e-11
5.615e-09,1.5e-11,5.6000000000000005e-09
5.618e-09,5.6000000000000005e-09,1.8e-11
5.618e-09,1.8e-11,5.6000000000000005e-09
5.622000000000001e-09,5.6000000000000005e-09,2.1999999999999998e-11
5.622000000000001e-09,2.1999999999999998e-11,5.6000000000000005e-09
5.6270000000000005e-09,5.6000000000000005e-09,2.7e-11
5.6270000000000005e-09,2.7e-11,5.6000000000000005e-09
5.633000000000001e-09,5.6000000000000005e-09,3.3e-11
5.633000000000001e-09,3.3e-11,5.6000000000000005e-09
5.639000000000001e-09,5.6000000000000005e-09,3.9e-11
5.639000000000001e-09,3.9e-11,5.6000000000000005e-09
5.647000000000001e-09,5.6000000000000005e-09,4.7e-11
5.647000000000001e-09,4.7e-11,5.6000000000000005e-09
5.656e-09,5.6000000000000005e-09,5.6e-11
5.656e-09,5.6e-11,5.6000000000000005e-09
5.668000000000001e-09,5.6000000000000005e-09,6.8e-11
5.668000000000001e-09,6.8e-11,5.6000000000000005e-09
5.682000000000001e-09,5.6000000000000005e-09,8.2e-11
5.682000000000001e-09,8.2e-11,5.6000000000000005e-09
5.7e-09,1e-09,4.7e-09
5.7e-09,1.8e-09,3.9e-09
5.7e-09,3.9e-09,1.8e-09
5.7e-09,4.7e-09,1e-09
5.7000000000000006e-09,5.6000000000000005e-09,9.999999999999999e-11
5.7000000000000006e-09,9.999999999999999e-11,5.6000000000000005e-09
5.720000000000001e-09,5.6000000000000005e-09,1.2e-10
5.720000000000001e-09,1.2e-10,5.6000000000000005e-09
5.75e-09,5.6000000000000005e-09,1.5e-10
5.75e-09,1.5e-10,5.6000000000000005e-09
5.78e-09,5.6000000000000005e-09,1.8e-10
5.78e-09,1.8e-10,5.6000000000000005e-09
5.82e-09,5.6000000000000005e-09,2.2e-10
5.82e-09,2.2e-10,5.6000000000000005e-09
5.870000000000001e-09,5.6000000000000005e-09,2.7e-10
5.870000000000001e-09,2.7e-10,5.6000000000000005e-09
5.9e-09,1.2e-09,4.7e-09
5.9e-09,4.7e-09,1.2e-09
5.930000000000001e-09,5.6000000000000005e-09,3.3e-10
5.930000000000001e-09,3.3e-10,5.6000000000000005e-09
5.99e-09,5.6000000000000005e-09,3.9e-10
5.99e-09,3.9e-10,5.6000000000000005e-09
6.000000000000001e-09,2.7e-09,3.3e-09
6.000000000000001e-09,3.3e-09,2.7e-09
6.070000000000001e-09,5.6000000000000005e-09,4.699999999999999e-10
6.070000000000001e-09,4.699999999999999e-10,5.6000000000000005e-09
6.1e-09,2.2000000000000003e-09,3.9e-09
6.1e-09,3.9e-09,2.2000000000000003e-09
6.16e-09,5.6000000000000005e-09,5.599999999999999e-10
6.16e-09,5.599999999999999e-10,5.6000000000000005e-09
6.2e-09,1.5e-09,4.7e-09
6.2e-09,4.7e-09,1.5e-09
